;地图	坐标X	坐标Y	怪物名字	范围	数量	0	集中刷新坐标机率	名字颜色(0~255)	内功怪物(0,1)	国家ID		
不死山禁地	31	27	不死山●磨眼	50	10	3	0	130				
不死山禁地	31	27	百年道行♀狐童	50	10	3	0	131				
不死山禁地	31	27	会魔法的狐仙	50	10	3	0	132				
不死山禁地	31	27	狐王◆九婴天命	50	2	3	0	70				
不死山禁地	31	27	真·地藏王	50	2	6	0	249				
不死山禁地	31	27	清风送礼[福利BOSS]6	1	1	12	0	253				
;-------天外天-------						0						
天外天	25	25	天外天●魔瞳	50	5	3	0	148	0	0		
天外天	25	25	百年道行▲狐童	50	5	3	0	149	0	0		
天外天	25	25	百鬼夜行→恋	50	5	3	0	150	0	0		
天外天	25	25	狐王◆血瞳诅咒	50	1	6	0	70	0	0		
天外天	25	25	天外天●魔瞳	50	10	3	0	148				
天外天	25	25	百年道行▲狐童	50	10	3	0	149				
天外天	25	25	百鬼夜行→恋	50	10	3	0	150				
天外天	25	25	狐王◆血瞳诅咒	50	2	6	0	70				
天外天禁地	31	27	天外天●魔瞳	50	10	3	0	148	0	0		
天外天禁地	31	27	百年道行▲狐童	50	10	3	0	149	0	0		
天外天禁地	31	27	百鬼夜行→恋	50	10	3	0	150	0	0		
天外天禁地	31	27	狐王◆血瞳诅咒	50	2	3	0	70	0	0		
天外天禁地	31	27	天外天●魔瞳	50	10	3	0	148				
天外天禁地	31	27	百年道行▲狐童	50	10	3	0	149				
天外天禁地	31	27	百鬼夜行→恋	50	10	3	0	150				
天外天禁地	31	27	狐王◆血瞳诅咒	50	2	3	0	70				
天外天禁地	31	27	狱帝靈神	50	2	6	0	249				
天外天禁地	31	27	清风送礼[福利BOSS]6	1	1	12	0	253				
;-------时空塔-------						0						
时空塔	25	25	时空∏血池战士	50	5	3	0	160	0	0		
时空塔	25	25	时空∏血池战将	50	5	3	0	161	0	0		
时空塔	25	25	时空∏烈焰法师	50	5	3	0	167	0	0		
时空塔	25	25	时空∏蓝色战神	50	1	6	0	70	0	0		
时空塔	25	25	时空∏血池战士	50	10	3	0	160				
时空塔	25	25	时空∏血池战将	50	10	3	0	161				
时空塔	25	25	时空∏烈焰法师	50	10	3	0	167				
时空塔	25	25	时空∏蓝色战神	50	2	6	0	70				
时空塔禁地	31	27	时空∏血池战士	50	10	3	0	160	0	0		
时空塔禁地	31	27	时空∏血池战将	50	10	3	0	161	0	0		
时空塔禁地	31	27	时空∏烈焰法师	50	10	3	0	167	0	0		
时空塔禁地	31	27	时空∏蓝色战神	50	2	3	0	70	0	0		
时空塔禁地	31	27	时空∏血池战士	50	10	3	0	160				
时空塔禁地	31	27	时空∏血池战将	50	10	3	0	161				
时空塔禁地	31	27	时空∏烈焰法师	50	10	3	0	167				
时空塔禁地	31	27	时空∏蓝色战神	50	2	3	0	70				
时空塔禁地	31	27	死亡之吻	50	2	6	0	249				
时空塔禁地	31	27	清风送礼[福利BOSS]6	1	1	12	0	253				
;-------阴阳路-------						0						
阴阳路	25	25	阴阳路ぃ狂战士	50	5	3	0	180	0	0		
阴阳路	25	25	阴阳路ぃ厨神	50	5	3	0	210	0	0		
阴阳路	25	25	阴阳路ぃ巫医	50	5	3	0	191	0	0		
阴阳路	25	25	阴阳路ぃ红色战神	50	1	6	0	70	0	0		
阴阳路	25	25	阴阳路ぃ狂战士	50	10	3	0	180				
阴阳路	25	25	阴阳路ぃ厨神	50	10	3	0	210				
阴阳路	25	25	阴阳路ぃ巫医	50	10	3	0	191				
阴阳路	25	25	阴阳路ぃ红色战神	50	2	6	0	70				
阴阳路禁地	31	27	阴阳路ぃ狂战士	50	10	3	0	180	0	0		
阴阳路禁地	31	27	阴阳路ぃ厨神	50	10	3	0	210	0	0		
阴阳路禁地	31	27	阴阳路ぃ巫医	50	10	3	0	191	0	0		
阴阳路禁地	31	27	阴阳路ぃ红色战神	50	2	3	0	70	0	0		
阴阳路禁地	31	27	阴阳路ぃ狂战士	50	10	3	0	180				
阴阳路禁地	31	27	阴阳路ぃ厨神	50	10	3	0	210				
阴阳路禁地	31	27	阴阳路ぃ巫医	50	10	3	0	191				
阴阳路禁地	31	27	阴阳路ぃ红色战神	50	2	3	0	70				
阴阳路禁地	31	27	域外天魔	50	2	6	0	249				
阴阳路禁地	31	27	清风送礼[福利BOSS]6	1	1	12	0	253				
;-------天幻境-------						0						
天幻境	25	25	天幻ソ真龙护卫	50	5	3	0	227	0	0		
天幻境	25	25	天幻ソ武力龙神将	50	5	3	0	245	0	0		
天幻境	25	25	天幻ソ神龙控魔师	50	5	3	0	250	0	0		
天幻境	25	25	天幻ソ紫色战神	50	1	6	0	70	0	0		
天幻境	25	25	天幻ソ真龙护卫	50	10	3	0	227				
天幻境	25	25	天幻ソ武力龙神将	50	10	3	0	245				
天幻境	25	25	天幻ソ神龙控魔师	50	10	3	0	250				
天幻境	25	25	天幻ソ紫色战神	50	2	6	0	70				
天幻境禁地	31	27	天幻ソ真龙护卫	50	10	3	0	227	0	0		
天幻境禁地	31	27	天幻ソ武力龙神将	50	10	3	0	245	0	0		
天幻境禁地	31	27	天幻ソ神龙控魔师	50	10	3	0	250	0	0		
天幻境禁地	31	27	天幻ソ紫色战神	50	2	3	0	70	0	0		
天幻境禁地	31	27	天幻ソ真龙护卫	50	10	3	0	227				
天幻境禁地	31	27	天幻ソ武力龙神将	50	10	3	0	245				
天幻境禁地	31	27	天幻ソ神龙控魔师	50	10	3	0	250				
天幻境禁地	31	27	天幻ソ紫色战神	50	2	3	0	7				
天幻境禁地	31	27	双头魔幻蛇王	50	2	6	0	249				
天幻境禁地	31	27	清风送礼[福利BOSS]6	1	1	12	0	253				
;〓〓〓〓〓〓〓七大陆北寒仙域〓〓〓〓〓〓〓						0						
北寒仙域	454	504	巅峰∷刺客	400	5	10	0	250				
北寒仙域	454	504	巅峰∷鬼将	400	5	10	0	250				
北寒仙域	454	504	巅峰∷鬼卫	400	5	10	0	250				
北寒仙域	454	504	巅峰∷鬼王	400	1	10	0	70				
北寒仙域	454	504	灵猫战士	400	5	10	0	250				
北寒仙域	454	504	四耳妖壶	400	5	10	0	250				
北寒仙域	454	504	灵猫长枪兵	400	5	10	0	250				
北寒仙域	454	504	灵猫巫师	400	1	10	0	70				
北寒仙域	454	504	白镐猫卫	400	5	10	0	250				
北寒仙域	454	504	黑镐猫卫	400	5	10	0	250				
北寒仙域	454	504	灵猫战将	400	20	10	0	250				
北寒仙域	454	504	三眼妖壶	400	1	10	0	70				
北寒仙域	454	504	灵猫斗士	400	20	10	0	250				
北寒仙域	454	504	天地玄壶	400	20	10	0	250				
北寒仙域	454	504	灵猫圣兽	400	20	10	0	250				
北寒仙域	454	504	灵猫将军	400	1	10	0	70				
北寒仙域	454	504	通天鼠[修罗]	400	20	10	0	250				
北寒仙域	454	504	昆仑祭祀	400	20	10	0	250				
北寒仙域	454	504	昆仑大统领	400	20	10	0	250				
北寒仙域	454	504	昆仑大魔王	400	1	10	0	70				
北寒仙域	454	504	深渊Ч修罗	400	20	10	0	250				
北寒仙域	454	504	烈焰●吞火卫	400	20	10	0	250				
北寒仙域	454	504	梦魇之地ん修罗	400	20	10	0	250				
北寒仙域	454	504	仙境ょ统治灵魂	400	1	10	0	70				
北寒仙域	454	504	玄天☆冰雪精灵	400	20	10	0	250				
北寒仙域	454	504	倩女る幽魂	400	20	10	0	250				
北寒仙域	454	504	九重天☆狂暴尸王	400	20	10	0	250				
北寒仙域	454	504	混沌王○德玛西亚	400	1	10	0	70				
北寒仙域	454	504	冰封雪魔[变异]	400	20	10	0	250				
北寒仙域	454	504	域主身边儿的红人	400	20	10	0	250				
北寒仙域	454	504	远古武力神将	400	20	10	0	250				
北寒仙域	454	504	远古堕落狂徒	400	1	10	0	70				
北寒仙域	454	504	毒龙Ш破军之刃	400	20	10	0	250				
北寒仙域	454	504	秦岭未知之地死侍	400	20	10	0	250				
北寒仙域	454	504	太阴☆毒妇	400	20	10	0	250				
北寒仙域	454	504	为爱痴狂ぽ逍遥王	400	1	10	0	70				
北寒仙域	454	504	古迹ㄘ冰封兽人	400	20	10	0	250				
北寒仙域	454	504	铁面ん判官	400	20	10	0	250				
北寒仙域	454	504	仙域埋没的将领	400	20	10	0	250				
北寒仙域	454	504	▲拉贾克斯将军▲	400	1	10	0	70				
北寒仙域	454	504	深渊τ巨魔	400	20	10	0	250				
北寒仙域	454	504	来自仙界的使者	400	20	10	0	250				
北寒仙域	454	504	深渊霸主的男仆	400	20	10	0	250				
北寒仙域	454	504	昆仑大法师	400	1	10	0	70				
北寒仙域	454	504	神迹Ч冰妖	400	20	10	0	250				
北寒仙域	454	504	太古冰封的妖精	400	20	10	0	250				
北寒仙域	454	504	万年冰封ニ神勇战士	400	20	10	0	250				
北寒仙域	454	504	狰狞ん巨翼	400	1	10	0	70				
北寒仙域	454	504	巅峰∷刺客	400	5	10	0	250				
北寒仙域	454	504	巅峰∷鬼将	400	5	10	0	250				
北寒仙域	454	504	巅峰∷鬼卫	400	5	10	0	250				
北寒仙域	454	504	巅峰∷鬼王	400	1	10	0	70				
北寒仙域	454	504	灵猫战士	400	5	10	0	250				
北寒仙域	454	504	四耳妖壶	400	5	10	0	250				
北寒仙域	454	504	灵猫长枪兵	400	5	10	0	250				
北寒仙域	454	504	灵猫巫师	400	1	10	0	70				
北寒仙域	454	504	白镐猫卫	400	5	10	0	250				
北寒仙域	454	504	黑镐猫卫	400	5	10	0	250				
北寒仙域	454	504	灵猫战将	400	20	10	0	250				
北寒仙域	454	504	三眼妖壶	400	1	10	0	70				
北寒仙域	454	504	灵猫斗士	400	20	10	0	250				
北寒仙域	454	504	天地玄壶	400	20	10	0	250				
北寒仙域	454	504	灵猫圣兽	400	20	10	0	250				
北寒仙域	454	504	灵猫将军	400	1	10	0	70				
北寒仙域	454	504	通天鼠[修罗]	400	20	10	0	250				
北寒仙域	454	504	昆仑祭祀	400	20	10	0	250				
北寒仙域	454	504	昆仑大统领	400	20	10	0	250				
北寒仙域	454	504	昆仑大魔王	400	1	10	0	70				
北寒仙域	454	504	深渊Ч修罗	400	20	10	0	250				
北寒仙域	454	504	烈焰●吞火卫	400	20	10	0	250				
北寒仙域	454	504	梦魇之地ん修罗	400	20	10	0	250				
北寒仙域	454	504	仙境ょ统治灵魂	400	1	10	0	70				
北寒仙域	454	504	玄天☆冰雪精灵	400	20	10	0	250				
北寒仙域	454	504	倩女る幽魂	400	20	10	0	250				
北寒仙域	454	504	九重天☆狂暴尸王	400	20	10	0	250				
北寒仙域	454	504	混沌王○德玛西亚	400	1	10	0	70				
北寒仙域	454	504	冰封雪魔[变异]	400	20	10	0	250				
北寒仙域	454	504	域主身边儿的红人	400	20	10	0	250				
北寒仙域	454	504	远古武力神将	400	20	10	0	250				
北寒仙域	454	504	远古堕落狂徒	400	1	10	0	70				
北寒仙域	454	504	毒龙Ш破军之刃	400	20	10	0	250				
北寒仙域	454	504	秦岭未知之地死侍	400	20	10	0	250				
北寒仙域	454	504	太阴☆毒妇	400	20	10	0	250				
北寒仙域	454	504	为爱痴狂ぽ逍遥王	400	1	10	0	70				
北寒仙域	454	504	古迹ㄘ冰封兽人	400	20	10	0	250				
北寒仙域	454	504	铁面ん判官	400	20	10	0	250				
北寒仙域	454	504	仙域埋没的将领	400	20	10	0	250				
北寒仙域	454	504	▲拉贾克斯将军▲	400	1	10	0	70				
北寒仙域	454	504	深渊τ巨魔	400	20	10	0	250				
北寒仙域	454	504	来自仙界的使者	400	20	10	0	250				
北寒仙域	454	504	深渊霸主的男仆	400	20	10	0	250				
北寒仙域	454	504	昆仑大法师	400	1	10	0	70				
北寒仙域	454	504	神迹Ч冰妖	400	20	10	0	250				
北寒仙域	454	504	太古冰封的妖精	400	20	10	0	250				
北寒仙域	454	504	万年冰封ニ神勇战士	400	20	10	0	250				
北寒仙域	454	504	狰狞ん巨翼	400	1	10	0	70				
;-------北寒秘境-------						0						
北寒秘境	120	130	巅峰∷刺客	200	30	3	0	222	0	0		
北寒秘境	120	130	巅峰∷鬼将	200	30	3	0	229	0	0		
北寒秘境	120	130	巅峰∷鬼卫	200	30	3	0	244	0	0		
北寒秘境	120	130	巅峰∷鬼王	200	3	3	0	70	0	0		
北寒秘境	120	130	巅峰∷刺客	200	30	3	0	222				
北寒秘境	120	130	巅峰∷鬼将	200	30	3	0	229				
北寒秘境	120	130	巅峰∷鬼卫	200	30	3	0	244				
北寒秘境	120	130	巅峰∷鬼王	200	3	3	0	70				
北寒秘境	120	130	◆九幽·黄泉【n】轮回◆	200	2	6	0	249				
北寒秘境	120	130	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------冰川纪元-------						0						
冰川纪元	50	50	灵猫战士	200	20	3	0	151	0	0		
冰川纪元	50	50	四耳妖壶	200	20	3	0	146	0	0		
冰川纪元	50	50	灵猫长枪兵	200	20	3	0	135	0	0		
冰川纪元	50	50	灵猫巫师	200	3	3	0	70	0	0		
冰川纪元	50	50	灵猫战士	200	20	3	0	151				
冰川纪元	50	50	四耳妖壶	200	20	3	0	146				
冰川纪元	50	50	灵猫长枪兵	200	20	3	0	135				
冰川纪元	50	50	灵猫巫师	200	3	3	0	70				
冰川纪元	50	50	◆◆◆葬神魔罗·【无敌】◆◆◆	100	2	6	0	249				
冰川纪元	50	50	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------冰封王座-------						0						
冰封王座	100	100	白镐猫卫	200	20	3	0	124	0	0		
冰封王座	100	100	黑镐猫卫	200	20	3	0	158	0	0		
冰封王座	100	100	灵猫战将	200	20	3	0	180	0	0		
冰封王座	100	100	三眼妖壶	200	3	3	0	70	0	0		
冰封王座	100	100	白镐猫卫	200	20	3	0	124				
冰封王座	100	100	黑镐猫卫	200	20	3	0	158				
冰封王座	100	100	灵猫战将	200	20	3	0	180				
冰封王座	100	100	三眼妖壶	200	3	3	0	70				
冰封王座	100	100	★★★★神·印王座★★★★	300	2	6	0	249				
冰封王座	100	100	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------北寒之巅-------						0						
北寒之巅	100	100	灵猫斗士	200	20	3	0	6	0	0		
北寒之巅	100	100	天地玄壶	200	20	3	0	2	0	0		
北寒之巅	100	100	灵猫圣兽	200	20	3	0	9	0	0		
北寒之巅	100	100	灵猫将军	200	3	3	0	70	0	0		
北寒之巅	100	100	灵猫斗士	200	20	3	0	6				
北寒之巅	100	100	天地玄壶	200	20	3	0	2				
北寒之巅	100	100	灵猫圣兽	200	20	3	0	9				
北寒之巅	100	100	灵猫将军	200	3	3	0	70				
北寒之巅	100	100	冰霜の【女巫·吉安娜】	200	2	6	0	249				
北寒之巅	100	100	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------昆仑神宫-------						0						
昆仑神宫	60	60	通天鼠[修罗]	200	20	3	0	5	0	0		
昆仑神宫	60	60	昆仑祭祀	220	20	3	0	1	0	0		
昆仑神宫	60	60	昆仑大统领	220	20	3	0	255	0	0		
昆仑神宫	60	60	昆仑大魔王	220	3	3	0	70	0	0		
昆仑神宫	60	60	通天鼠[修罗]	200	20	3	0	5				
昆仑神宫	60	60	昆仑祭祀	220	20	3	0	1				
昆仑神宫	60	60	昆仑大统领	220	20	3	0	255				
昆仑神宫	60	60	昆仑大魔王	220	3	3	0	70				
昆仑神宫	60	60	≮灭≯★★极地冰封万里★★	220	2	6	0	249				
昆仑神宫	60	60	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------逆央仙境-------						0						
逆央仙境	100	80	深渊Ч修罗	200	20	3	0	55	0	0		
逆央仙境	100	80	烈焰●吞火卫	200	20	3	0	64	0	0		
逆央仙境	100	80	梦魇之地ん修罗	200	20	3	0	1	0	0		
逆央仙境	100	80	仙境ょ统治灵魂	200	3	3	0	70	0	0		
逆央仙境	100	80	深渊Ч修罗	200	20	3	0	55				
逆央仙境	100	80	烈焰●吞火卫	200	20	3	0	64				
逆央仙境	100	80	梦魇之地ん修罗	200	20	3	0	1				
逆央仙境	100	80	仙境ょ统治灵魂	200	3	3	0	70				
逆央仙境	100	80	※※毁天灭地之怒吼※※	200	2	6	0	249				
逆央仙境	100	80	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------玄天宫殿-------						0						
玄天宫殿	50	50	玄天☆冰雪精灵	100	20	3	0	9	0	0		
玄天宫殿	50	50	倩女る幽魂	100	20	3	0	146	0	0		
玄天宫殿	50	50	九重天☆狂暴尸王	100	20	3	0	178	0	0		
玄天宫殿	50	50	混沌王○德玛西亚	100	3	3	0	70	0	0		
玄天宫殿	50	50	玄天☆冰雪精灵	100	20	3	0	9				
玄天宫殿	50	50	倩女る幽魂	100	20	3	0	146				
玄天宫殿	50	50	九重天☆狂暴尸王	100	20	3	0	178				
玄天宫殿	50	50	混沌王○德玛西亚	100	3	3	0	70				
玄天宫殿	50	50	★★十凶极恶·残暴★★	100	2	6	0	249				
玄天宫殿	50	50	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------真天秘境-------						0						
真天秘境	170	130	冰封雪魔[变异]	300	30	3	0	187	0	0		
真天秘境	170	130	域主身边儿的红人	300	30	3	0	218	0	0		
真天秘境	170	130	远古武力神将	300	30	3	0	239	0	0		
真天秘境	170	130	远古堕落狂徒	300	4	3	0	70	0	0		
真天秘境	170	130	冰封雪魔[变异]	300	30	3	0	187				
真天秘境	170	130	域主身边儿的红人	300	30	3	0	218				
真天秘境	170	130	远古武力神将	300	30	3	0	239				
真天秘境	170	130	远古堕落狂徒	300	4	3	0	70				
真天秘境	170	130	◆最终守护の霸主·无双◆	300	2	6	0	249				
真天秘境	170	130	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------通天秘境-------						0						
通天秘境	90	50	毒龙Ш破军之刃	100	20	3	0	237	0	0		
通天秘境	90	50	秦岭未知之地死侍	100	20	3	0	242	0	0		
通天秘境	90	50	太阴☆毒妇	100	20	3	0	252	0	0		
通天秘境	90	50	为爱痴狂ぽ逍遥王	100	3	3	0	70	0	0		
通天秘境	90	50	毒龙Ш破军之刃	100	20	3	0	237				
通天秘境	90	50	秦岭未知之地死侍	100	20	3	0	242				
通天秘境	90	50	太阴☆毒妇	100	20	3	0	252				
通天秘境	90	50	为爱痴狂ぽ逍遥王	100	3	3	0	70				
通天秘境	90	50	※天外※飞仙※	100	2	6	0	249				
通天秘境	90	50	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------仙域古迹-------						0						
仙域古迹	50	50	古迹ㄘ冰封兽人	100	20	3	0	254	0	0		
仙域古迹	50	50	铁面ん判官	100	20	3	0	251	0	0		
仙域古迹	50	50	仙域埋没的将领	100	20	3	0	250	0	0		
仙域古迹	50	50	▲拉贾克斯将军▲	100	3	3	0	70	0	0		
仙域古迹	50	50	古迹ㄘ冰封兽人	100	20	3	0	254				
仙域古迹	50	50	铁面ん判官	100	20	3	0	251				
仙域古迹	50	50	仙域埋没的将领	100	20	3	0	250				
仙域古迹	50	50	▲拉贾克斯将军▲	100	3	3	0	70				
仙域古迹	50	50	【最后轻语】√战争の无极	100	2	6	0	249				
仙域古迹	50	50	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------九龙深渊-------						0						
九龙深渊	50	50	深渊τ巨魔	100	20	3	0	2	0	0		
九龙深渊	50	50	来自仙界的使者	100	20	3	0	3	0	0		
九龙深渊	50	50	深渊霸主的男仆	100	20	3	0	4	0	0		
九龙深渊	50	50	昆仑大法师	100	3	3	0	70	0	0		
九龙深渊	50	50	深渊τ巨魔	100	20	3	0	2				
九龙深渊	50	50	来自仙界的使者	100	20	3	0	3				
九龙深渊	50	50	深渊霸主的男仆	100	20	3	0	4				
九龙深渊	50	50	昆仑大法师	100	3	3	0	70				
九龙深渊	50	50	◆◆◆真·仙之守护◆◆◆	100	2	6	0	249				
九龙深渊	40	40	清风送礼[福利BOSS]7	1	1	12	0	253				
;-------太古神迹-------						0						
太古神迹	70	70	神迹Ч冰妖	150	20	3	0	108	0	0		
太古神迹	70	70	太古冰封的妖精	150	20	3	0	134	0	0		
太古神迹	70	70	万年冰封ニ神勇战士	150	20	3	0	246	0	0		
太古神迹	70	70	狰狞ん巨翼	150	3	3	0	70	0	0		
太古神迹	70	70	神迹Ч冰妖	150	20	3	0	108				
太古神迹	70	70	太古冰封的妖精	150	20	3	0	134				
太古神迹	70	70	万年冰封ニ神勇战士	150	20	3	0	246				
太古神迹	70	70	狰狞ん巨翼	150	3	3	0	70				
太古神迹	70	70	血瞳诅咒·㊣㊣九婴天命㊣㊣	150	2	6	0	249				
太古神迹	70	70	清风送礼[福利BOSS]7	1	1	12	0	253				
;〓〓〓〓八大陆群魔营地〓〓〓〓						0						
群魔营地	189	149	洪荒射手·邪	300	5	10	0	251	0	0		
群魔营地	189	149	洪荒守卫·恶	300	5	10	0	251	0	0		
群魔营地	189	149	洪荒战士·怨	300	5	10	0	251	0	0		
群魔营地	189	149	幽冥法师·乱	300	5	10	0	251	0	0		
群魔营地	189	149	幽冥刀斧手·斩	300	5	10	0	251	0	0		
群魔营地	189	149	幽冥神雀·魔	300	5	10	0	251	0	0		
群魔营地	189	149	㊣血瞳㊣	300	5	10	0	251	0	0		
群魔营地	189	149	㊣梦魇㊣	300	5	10	0	251	0	0		
群魔营地	189	149	㊣渡鸦㊣	300	5	10	0	251	0	0		
群魔营地	189	149	精灵卍血奴	300	5	10	0	251	0	0		
群魔营地	189	149	精灵卍刀奴	300	5	10	0	251	0	0		
群魔营地	189	149	精灵卍鱼魔	300	5	10	0	251	0	0		
群魔营地	189	149	地底下的￠恶魔	300	5	10	0	251	0	0		
群魔营地	189	149	血煞镰刀￠恶魔	300	5	10	0	251	0	0		
群魔营地	189	149	幽灵使者￠恶魔	300	5	10	0	251	0	0		
群魔营地	189	149	诅咒♀魔石	300	5	10	0	251	0	0		
群魔营地	189	149	诅咒♀魔蚁	300	5	10	0	251	0	0		
群魔营地	189	149	诅咒♀魔魂	300	5	10	0	251	0	0		
群魔营地	189	149	神氏守卫∝火灵	300	5	10	0	251	0	0		
群魔营地	189	149	神氏守卫∝怒战	300	5	10	0	251	0	0		
群魔营地	189	149	神氏守卫∝地狱战士	300	5	10	0	251	0	0		
群魔营地	189	149	地底鬼珠∵幻月	300	5	10	0	251	0	0		
群魔营地	189	149	地底毒珠∵毒妇	300	5	10	0	251	0	0		
群魔营地	189	149	地底魔珠∵幻魔	300	5	10	0	251	0	0		
群魔营地	189	149	盘龙守卫[邪恶]	300	5	10	0	251	0	0		
群魔营地	189	149	盘龙法师∴碎	300	5	10	0	251	0	0		
群魔营地	189	149	盘龙侍卫∴崩	300	5	10	0	251	0	0		
群魔营地	189	149	暗黑罗刹[邪恶]	300	5	10	0	251	0	0		
群魔营地	189	149	暗黑巫师⊙魔幻	300	5	10	0	251	0	0		
群魔营地	189	149	暗黑魔罐⊙幻	300	5	10	0	251	0	0		
群魔营地	189	149	洪荒射手·邪	300	5	10	0	251				
群魔营地	189	149	洪荒守卫·恶	300	5	10	0	251				
群魔营地	189	149	洪荒战士·怨	300	5	10	0	251				
群魔营地	189	149	洪荒战将·[堕落]	150	1	10	0	254				
群魔营地	189	149	幽冥法师·乱	300	5	10	0	251				
群魔营地	189	149	幽冥刀斧手·斩	300	5	10	0	251				
群魔营地	189	149	幽冥神雀·魔	300	5	10	0	251				
群魔营地	189	149	幽冥狂战士·[堕落]	150	1	10	0	254				
群魔营地	189	149	㊣血瞳㊣	300	5	10	0	251				
群魔营地	189	149	㊣梦魇㊣	300	5	10	0	251				
群魔营地	189	149	㊣渡鸦㊣	300	5	10	0	251				
群魔营地	189	149	死亡将军·[堕落]	150	1	10	0	254				
群魔营地	189	149	精灵卍血奴	300	5	10	0	251				
群魔营地	189	149	精灵卍刀奴	300	5	10	0	251				
群魔营地	189	149	精灵卍鱼魔	300	5	10	0	251				
群魔营地	189	149	平原精灵·[堕落]	150	1	10	0	254				
群魔营地	189	149	地底下的￠恶魔	300	5	10	0	251				
群魔营地	189	149	血煞镰刀￠恶魔	300	5	10	0	251				
群魔营地	189	149	幽灵使者￠恶魔	300	5	10	0	251				
群魔营地	189	149	光明大祭司·[堕落]	150	1	10	0	254				
群魔营地	189	149	诅咒♀魔石	300	5	10	0	251				
群魔营地	189	149	诅咒♀魔蚁	300	5	10	0	251				
群魔营地	189	149	诅咒♀魔魂	300	5	10	0	251				
群魔营地	189	149	诅咒老魔·[堕落]	150	1	10	0	254				
群魔营地	189	149	神氏守卫∝火灵	300	5	10	0	251				
群魔营地	189	149	神氏守卫∝怒战	300	5	10	0	251				
群魔营地	189	149	神氏守卫∝地狱战士	300	5	10	0	251				
群魔营地	189	149	神氏大统领·[堕落]	150	1	10	0	254				
群魔营地	189	149	地底鬼珠∵幻月	300	5	10	0	251				
群魔营地	189	149	地底毒珠∵毒妇	300	5	10	0	251				
群魔营地	189	149	地底魔珠∵幻魔	300	5	10	0	251				
群魔营地	189	149	地底珠王·[堕落]	150	1	10	0	254				
群魔营地	189	149	盘龙守卫[邪恶]	300	5	10	0	251				
群魔营地	189	149	盘龙法师∴碎	300	5	10	0	251				
群魔营地	189	149	盘龙侍卫∴崩	300	5	10	0	251				
群魔营地	189	149	盘龙守护·[堕落]	150	1	10	0	254				
群魔营地	189	149	暗黑罗刹[邪恶]	300	5	10	0	251				
群魔营地	189	149	暗黑巫师⊙魔幻	300	5	10	0	251				
群魔营地	189	149	暗黑魔罐⊙幻	300	5	10	0	251				
群魔营地	189	149	暗黑魔王·[堕落]	150	1	10	0	254				
群魔营地	189	149	清风送礼[福利BOSS]8	1	1	12	0	253				
;-------死亡炼狱-------						0						
死亡炼狱	150	150	㊣血瞳㊣	300	30	3	0	255	0	0		
死亡炼狱	150	150	㊣梦魇㊣	300	30	3	0	255	0	0		
死亡炼狱	150	150	㊣渡鸦㊣	300	30	3	0	255	0	0		
死亡炼狱	150	150	死亡将军·[堕落]	300	4	6	0	70	0	0		
死亡炼狱	150	150	㊣血瞳㊣	300	30	3	0	255				
死亡炼狱	150	150	㊣梦魇㊣	300	30	3	0	255				
死亡炼狱	150	150	㊣渡鸦㊣	300	30	3	0	255				
死亡炼狱	150	150	死亡将军·[堕落]	300	4	6	0	70				
死亡炼狱深处	109	116	㊣血瞳㊣	300	30	3	0	255	0	0		
死亡炼狱深处	109	116	㊣梦魇㊣	300	30	3	0	255	0	0		
死亡炼狱深处	109	116	㊣渡鸦㊣	300	30	3	0	255	0	0		
死亡炼狱深处	109	116	死亡将军·[堕落]	300	4	3	0	70	0	0		
死亡炼狱深处	109	116	㊣血瞳㊣	300	30	3	0	255				
死亡炼狱深处	109	116	㊣梦魇㊣	300	30	3	0	255				
死亡炼狱深处	109	116	㊣渡鸦㊣	300	30	3	0	255				
死亡炼狱深处	109	116	死亡将军·[堕落]	300	4	3	0	70				
死亡炼狱深处	109	116	炼狱霸刀·狂傲天【无天】	300	2	6	0	249				
死亡炼狱深处	109	116	清风送礼[福利BOSS]8	1	1	12	0	253				
;-------神氏废墟-------						0						
地底深渊2	91	88	神氏守卫∝火灵	200	20	3	0	254	0	0		
地底深渊2	91	88	神氏守卫∝怒战	200	20	3	0	254	0	0		
地底深渊2	91	88	神氏守卫∝地狱战士	200	30	2	0	254	0	0		
地底深渊2	91	88	神氏大统领·[堕落]	200	1	6	0	70	0	0		
地底深渊2	91	88	神氏守卫∝火灵	200	20	3	0	254				
地底深渊2	91	88	神氏守卫∝怒战	200	20	3	0	254				
地底深渊2	91	88	神氏守卫∝地狱战士	200	30	2	0	254				
地底深渊2	91	88	神氏大统领·[堕落]	200	1	6	0	70				
地底深渊3	91	89	神氏守卫∝火灵	200	20	3	0	254	0	0		
地底深渊3	91	89	神氏守卫∝怒战	200	20	3	0	254	0	0		
地底深渊3	91	89	神氏守卫∝地狱战士	200	30	2	0	254	0	0		
